"date","broad_cat","disp_desc","n"
2016-10-06,"Disturbance","Service",2
2016-10-06,"Disturbance","Unable to Locate",1
2016-10-06,"Disturbance","Unfounded",1
2016-10-06,"Alcohol/drugs","Arrest Made",2
2016-10-06,"Alcohol/drugs","Service",1
2016-10-06,"Alcohol/drugs","Unable to Locate",1
2016-10-06,"Accidents/injuries","Cancelled by RP",2
2016-10-06,"Accidents/injuries","Report Taken",2
2016-10-06,"Accidents/injuries","Service",3
2016-10-06,"Burglary/theft","Cancelled by RP",1
2016-10-06,"Burglary/theft","MORF",2
2016-10-06,"Burglary/theft","Report Taken",3
2016-10-06,"Person search","Advised",1
2016-10-06,"Person search","Incident Number Given",1
2016-10-06,"Person search","Unfounded",1
2016-10-06,"Suspicious activity/threats","Arrest Made",1
2016-10-06,"Suspicious activity/threats","Cited",2
2016-10-06,"Suspicious activity/threats","Report Taken",3
2016-10-06,"Suspicious activity/threats","Service",13
2016-10-06,"Suspicious activity/threats","Unable to Locate",3
2016-10-06,"Violent crime, physical & sexual abuse, death","Report Taken",2
2016-10-07,"Miscellaneous general","Arrest Made",1
2016-10-07,"Miscellaneous general","Service",10
2016-10-07,"Miscellaneous general","Unable to Locate",1
2016-10-07,"Public services","Advised",3
2016-10-07,"Public services","Referred",2
2016-10-07,"Public services","Service",7
2016-10-07,"Bikes","Advised",4
2016-10-07,"Bikes","Cited",11
2016-10-07,"Bikes","Referred",1
2016-10-07,"Bikes","Service",8
2016-10-07,"Checkup","Advised",2
2016-10-07,"Checkup","Cancelled by RP",13
2016-10-07,"Checkup","False Alarm",2
2016-10-07,"Checkup","Service",11
2016-10-07,"Patrol","Advised",1
2016-10-07,"Patrol","Service",12
2016-10-07,"Vehicular violations","Advised",8
2016-10-07,"Vehicular violations","Cited",1
2016-10-07,"Vehicular violations","Referred",3
2016-10-07,"Vehicular violations","Report Taken",1
2016-10-07,"Vehicular violations","Service",13
2016-10-07,"Vehicular violations","Unable to Locate",2
2016-10-07,"Miscellaneous crime/citation","MORF",1
2016-10-07,"Miscellaneous crime/citation","Service",3
2016-10-07,"Miscellaneous crime/citation","Unable to Locate",1
2016-10-07,"Disturbance","Advised",2
2016-10-07,"Disturbance","Service",6
2016-10-07,"Disturbance","Unable to Locate",2
2016-10-07,"Disturbance","Unfounded",1
2016-10-07,"Alcohol/drugs","Unable to Locate",1
2016-10-07,"Accidents/injuries","Report Taken",1
2016-10-07,"Accidents/injuries","Service",1
2016-10-07,"Burglary/theft","Cited",1
2016-10-07,"Burglary/theft","Incident Number Given",3
2016-10-07,"Burglary/theft","MORF",1
2016-10-07,"Burglary/theft","Report Taken",4
2016-10-07,"Burglary/theft","Service",1
2016-10-07,"Burglary/theft","Unable to Locate",1
2016-10-07,"Person search","Cancelled by RP",1
2016-10-07,"Person search","Service",4
2016-10-07,"Person search","Unable to Locate",1
2016-10-07,"Suspicious activity/threats","Advised",6
2016-10-07,"Suspicious activity/threats","Cited",2
2016-10-07,"Suspicious activity/threats","Report Taken",1
2016-10-07,"Suspicious activity/threats","Service",9
2016-10-07,"Suspicious activity/threats","Unable to Locate",8
2016-10-07,"Suspicious activity/threats","Unfounded",1
2016-10-07,"Violent crime, physical & sexual abuse, death","Report Taken",1
2016-10-07,"Violent crime, physical & sexual abuse, death","Service",1
2016-10-08,"Miscellaneous general","Service",4
2016-10-08,"Miscellaneous general","Unable to Locate",1
2016-10-08,"Public services","MORF",1
2016-10-08,"Public services","Referred",4
2016-10-08,"Public services","Service",10
2016-10-08,"Checkup","Advised",3
2016-10-08,"Checkup","Cancelled by RP",9
2016-10-08,"Checkup","Cited",1
2016-10-08,"Checkup","False Alarm",2
2016-10-08,"Checkup","Referred",2
2016-10-08,"Checkup","Report Taken",3
2016-10-08,"Checkup","Service",23
2016-10-08,"Checkup","Unable to Locate",2
2016-10-08,"Patrol","Service",17
2016-10-08,"Vehicular violations","Advised",2
2016-10-08,"Vehicular violations","Arrest Made",1
2016-10-08,"Vehicular violations","Cited",2
2016-10-08,"Vehicular violations","Referred",1
2016-10-08,"Vehicular violations","Service",5
2016-10-08,"Vehicular violations","Unable to Locate",1
2016-10-08,"Miscellaneous crime/citation","Advised",1
2016-10-08,"Miscellaneous crime/citation","Cited",1
2016-10-08,"Miscellaneous crime/citation","Referred",1
2016-10-08,"Miscellaneous crime/citation","Service",1
2016-10-08,"Miscellaneous crime/citation","Unable to Locate",1
2016-10-08,"Disturbance","Advised",5
2016-10-08,"Disturbance","Cited",1
2016-10-08,"Disturbance","Report Taken",1
2016-10-08,"Disturbance","Service",6
2016-10-08,"Disturbance","Unable to Locate",2
2016-10-08,"Alcohol/drugs","Service",1
2016-10-08,"Accidents/injuries","Service",3
2016-10-08,"Burglary/theft","Arrest Made",1
2016-10-08,"Burglary/theft","False Alarm",1
2016-10-08,"Burglary/theft","Incident Number Given",1
2016-10-08,"Burglary/theft","Report Taken",1
2016-10-08,"Burglary/theft","Unable to Locate",2
2016-10-08,"Person search","Advised",1
2016-10-08,"Person search","Service",2
2016-10-08,"Suspicious activity/threats","Advised",2
2016-10-08,"Suspicious activity/threats","Arrest Made",1
2016-10-08,"Suspicious activity/threats","Cited",1
2016-10-08,"Suspicious activity/threats","Service",8
2016-10-08,"Suspicious activity/threats","Unable to Locate",3
2016-10-09,"Miscellaneous general","Advised",1
2016-10-09,"Miscellaneous general","Cancelled by RP",1
2016-10-09,"Miscellaneous general","Service",1
2016-10-09,"Public services","Referred",1
2016-10-09,"Public services","Service",2
2016-10-09,"Public services","Unable to Locate",1
2016-10-09,"Bikes","Cited",1
2016-10-09,"Bikes","Service",2
2016-10-09,"Checkup","Advised",2
2016-10-09,"Checkup","Cancelled by RP",5
2016-10-09,"Checkup","False Alarm",1
2016-10-09,"Checkup","Service",9
2016-10-09,"Checkup","Unfounded",1
2016-10-09,"Patrol","Service",6
2016-10-09,"Vehicular violations","Advised",6
2016-10-09,"Vehicular violations","Cited",7
2016-10-09,"Vehicular violations","Service",6
2016-10-09,"Miscellaneous crime/citation","Advised",1
2016-10-09,"Miscellaneous crime/citation","Arrest Made",1
2016-10-09,"Miscellaneous crime/citation","Cited",1
2016-10-09,"Disturbance","Advised",3
2016-10-09,"Disturbance","Cancelled by RP",1
2016-10-09,"Disturbance","Cited",1
2016-10-09,"Disturbance","Referred",1
2016-10-09,"Disturbance","Service",5
2016-10-09,"Disturbance","Unable to Locate",3
2016-10-09,"Accidents/injuries","Report Taken",1
2016-10-09,"Burglary/theft","Report Taken",2
2016-10-09,"Burglary/theft","Service",2
2016-10-09,"Person search","Advised",1
2016-10-09,"Person search","Cancelled by RP",1
2016-10-09,"Person search","Service",3
2016-10-09,"Person search","Unable to Locate",2
2016-10-09,"Suspicious activity/threats","Arrest Made",1
2016-10-09,"Suspicious activity/threats","Cancelled by RP",1
2016-10-09,"Suspicious activity/threats","Service",5
2016-10-09,"Suspicious activity/threats","Unable to Locate",2
2016-10-09,"Violent crime, physical & sexual abuse, death","Report Taken",2
2016-10-10,"Miscellaneous general","Report Taken",2
2016-10-10,"Miscellaneous general","Service",6
2016-10-10,"Public services","Advised",2
2016-10-10,"Public services","Referred",1
2016-10-10,"Public services","Service",7
2016-10-10,"Bikes","Advised",2
2016-10-10,"Bikes","Cited",13
2016-10-10,"Bikes","Referred",1
2016-10-10,"Checkup","Cancelled by RP",6
2016-10-10,"Checkup","False Alarm",1
2016-10-10,"Checkup","Referred",1
2016-10-10,"Checkup","Report Taken",2
2016-10-10,"Checkup","Service",17
2016-10-10,"Checkup","Unable to Locate",1
2016-10-10,"Patrol","Advised",2
2016-10-10,"Patrol","Service",7
2016-10-10,"Vehicular violations","Cancelled by RP",1
2016-10-10,"Vehicular violations","Cited",2
2016-10-10,"Vehicular violations","Referred",2
2016-10-10,"Vehicular violations","Report Taken",2
2016-10-10,"Vehicular violations","Service",4
2016-10-10,"Vehicular violations","Unable to Locate",1
2016-10-10,"Miscellaneous crime/citation","Advised",2
2016-10-10,"Miscellaneous crime/citation","Arrest Made",1
2016-10-10,"Miscellaneous crime/citation","MORF",2
2016-10-10,"Miscellaneous crime/citation","Referred",1
2016-10-10,"Miscellaneous crime/citation","Report Taken",3
2016-10-10,"Miscellaneous crime/citation","Service",4
2016-10-10,"Disturbance","Cancelled by RP",1
2016-10-10,"Disturbance","Service",1
2016-10-10,"Disturbance","Unable to Locate",1
2016-10-10,"Alcohol/drugs","Advised",1
2016-10-10,"Alcohol/drugs","Unable to Locate",1
2016-10-10,"Burglary/theft","Cancelled by RP",1
2016-10-10,"Burglary/theft","Civil Problem",1
2016-10-10,"Burglary/theft","Report Taken",4
2016-10-10,"Person search","Service",3
2016-10-10,"Person search","Unable to Locate",3
2016-10-10,"Suspicious activity/threats","Advised",1
2016-10-10,"Suspicious activity/threats","Incident Number Given",1
2016-10-10,"Suspicious activity/threats","Service",5
2016-10-10,"Violent crime, physical & sexual abuse, death","Referred",1
2016-10-10,"Violent crime, physical & sexual abuse, death","Report Taken",6
2016-10-10,"Violent crime, physical & sexual abuse, death","Service",1
2016-10-11,"Miscellaneous general","Cancelled by RP",1
2016-10-11,"Miscellaneous general","Incident Number Given",1
2016-10-11,"Miscellaneous general","Referred",1
2016-10-11,"Miscellaneous general","Service",9
2016-10-11,"Public services","Service",4
2016-10-11,"Bikes","Advised",3
2016-10-11,"Bikes","Cited",6
2016-10-11,"Bikes","Service",2
2016-10-11,"Checkup","Cancelled by RP",3
2016-10-11,"Checkup","False Alarm",3
2016-10-11,"Checkup","Service",22
2016-10-11,"Checkup","Unable to Locate",4
2016-10-11,"Checkup",NA,3
2016-10-11,"Patrol","Advised",1
2016-10-11,"Patrol","Service",10
2016-10-11,"Vehicular violations","Advised",5
2016-10-11,"Vehicular violations","Cited",9
2016-10-11,"Vehicular violations","Referred",7
2016-10-11,"Vehicular violations","Report Taken",1
2016-10-11,"Vehicular violations","Service",10
2016-10-11,"Vehicular violations","Unfounded",1
2016-10-11,"Miscellaneous crime/citation","Arrest Made",1
2016-10-11,"Miscellaneous crime/citation","Online Crime Report",1
2016-10-11,"Miscellaneous crime/citation","Service",2
2016-10-11,"Disturbance","Cancelled by RP",1
2016-10-11,"Disturbance","Service",4
2016-10-11,"Alcohol/drugs",NA,1
2016-10-11,"Burglary/theft","Online Crime Report",2
2016-10-11,"Burglary/theft","Service",4
2016-10-11,"Person search","Service",2
2016-10-11,"Suspicious activity/threats","Cited",1
2016-10-11,"Suspicious activity/threats","Report Taken",1
2016-10-11,"Suspicious activity/threats","Service",9
2016-10-11,"Suspicious activity/threats","Unable to Locate",6
2016-10-11,"Violent crime, physical & sexual abuse, death","Cancelled by RP",1
2016-10-11,"Violent crime, physical & sexual abuse, death","Report Taken",2
2016-10-11,"Violent crime, physical & sexual abuse, death","Service",1
2016-10-12,"Miscellaneous general","Advised",1
2016-10-12,"Miscellaneous general","Arrest Made",1
2016-10-12,"Miscellaneous general","Cancelled by RP",1
2016-10-12,"Miscellaneous general","Report Taken",1
2016-10-12,"Miscellaneous general","Service",16
2016-10-12,"Public services","Advised",8
2016-10-12,"Public services","MORF",1
2016-10-12,"Public services","Referred",1
2016-10-12,"Public services","Service",13
2016-10-12,"Bikes","Advised",21
2016-10-12,"Bikes","Cited",1
2016-10-12,"Bikes","Service",5
2016-10-12,"Checkup","Cancelled by RP",1
2016-10-12,"Checkup","Cited",1
2016-10-12,"Checkup","Service",17
2016-10-12,"Checkup","Unable to Locate",3
2016-10-12,"Patrol","Advised",1
2016-10-12,"Patrol","Referred",1
2016-10-12,"Patrol","Service",15
2016-10-12,"Vehicular violations","Advised",5
2016-10-12,"Vehicular violations","Cited",3
2016-10-12,"Vehicular violations","Referred",5
2016-10-12,"Vehicular violations","Service",10
2016-10-12,"Miscellaneous crime/citation","Advised",1
2016-10-12,"Miscellaneous crime/citation","Online Crime Report",2
2016-10-12,"Miscellaneous crime/citation","Service",4
2016-10-12,"Disturbance","Advised",1
2016-10-12,"Disturbance","Service",9
2016-10-12,"Disturbance","Unable to Locate",1
2016-10-12,"Alcohol/drugs","Unable to Locate",1
2016-10-12,"Accidents/injuries","Report Taken",1
2016-10-12,"Accidents/injuries","Service",1
2016-10-12,"Burglary/theft","Online Crime Report",6
2016-10-12,"Burglary/theft","Service",1
2016-10-12,"Person search","Unable to Locate",1
2016-10-12,"Suspicious activity/threats","Advised",6
2016-10-12,"Suspicious activity/threats","Report Taken",1
2016-10-12,"Suspicious activity/threats","Service",8
2016-10-12,"Suspicious activity/threats","Unable to Locate",3
2016-10-12,"Violent crime, physical & sexual abuse, death","Report Taken",1
2016-10-13,"Miscellaneous general","Service",7
2016-10-13,"Public services","Advised",3
2016-10-13,"Public services","Referred",1
2016-10-13,"Public services","Service",8
2016-10-13,"Public services","Unable to Locate",1
2016-10-13,"Bikes","Advised",7
2016-10-13,"Bikes","Cited",2
2016-10-13,"Bikes","Service",6
2016-10-13,"Checkup","Advised",4
2016-10-13,"Checkup","Cancelled by RP",9
2016-10-13,"Checkup","Referred",1
2016-10-13,"Checkup","Report Taken",2
2016-10-13,"Checkup","Service",26
2016-10-13,"Patrol","Advised",1
2016-10-13,"Patrol","Referred",2
2016-10-13,"Patrol","Service",8
2016-10-13,"Vehicular violations","Advised",10
2016-10-13,"Vehicular violations","Cancelled by RP",2
2016-10-13,"Vehicular violations","Cited",3
2016-10-13,"Vehicular violations","Referred",6
2016-10-13,"Vehicular violations","Service",6
2016-10-13,"Vehicular violations","Unable to Locate",1
2016-10-13,"Miscellaneous crime/citation","Advised",8
2016-10-13,"Miscellaneous crime/citation","Cited",1
2016-10-13,"Miscellaneous crime/citation","Referred",2
2016-10-13,"Miscellaneous crime/citation","Service",8
2016-10-13,"Miscellaneous crime/citation","Unable to Locate",1
2016-10-13,"Disturbance","Advised",2
2016-10-13,"Disturbance","Service",3
2016-10-13,"Disturbance","Unable to Locate",1
2016-10-13,"Alcohol/drugs","Service",2
2016-10-13,"Accidents/injuries","Report Taken",2
2016-10-13,"Accidents/injuries","Unable to Locate",1
2016-10-13,"Burglary/theft","Online Crime Report",6
2016-10-13,"Burglary/theft","Report Taken",2
2016-10-13,"Burglary/theft","Unable to Locate",1
2016-10-13,"Person search","Cancelled by RP",1
2016-10-13,"Person search","Referred",1
2016-10-13,"Person search","Service",1
2016-10-13,"Person search","Unfounded",1
2016-10-13,"Suspicious activity/threats","Advised",4
2016-10-13,"Suspicious activity/threats","Arrest Made",3
2016-10-13,"Suspicious activity/threats","Cancelled by RP",1
2016-10-13,"Suspicious activity/threats","Service",5
2016-10-13,"Suspicious activity/threats","Unable to Locate",2
2016-10-13,"Violent crime, physical & sexual abuse, death","Report Taken",4
2016-10-13,"Violent crime, physical & sexual abuse, death","Unable to Locate",1
2016-10-14,"Miscellaneous general","Referred",1
2016-10-14,"Miscellaneous general","Report Taken",1
2016-10-14,"Miscellaneous general","Service",8
2016-10-14,"Public services","Cancelled by RP",2
2016-10-14,"Public services","Referred",2
2016-10-14,"Public services","Service",5
2016-10-14,"Bikes","Advised",3
2016-10-14,"Bikes","Cited",5
2016-10-14,"Bikes","Referred",1
2016-10-14,"Bikes","Service",5
2016-10-14,"Checkup","Cancelled by RP",7
2016-10-14,"Checkup","Referred",3
2016-10-14,"Checkup","Report Taken",1
2016-10-14,"Checkup","Service",13
2016-10-14,"Checkup","Unable to Locate",1
2016-10-14,"Patrol","Referred",1
2016-10-14,"Patrol","Service",6
2016-10-14,"Vehicular violations","Advised",3
2016-10-14,"Vehicular violations","Cancelled by RP",1
2016-10-14,"Vehicular violations","Cited",2
2016-10-14,"Vehicular violations","Referred",2
2016-10-14,"Vehicular violations","Service",10
2016-10-14,"Vehicular violations","Unable to Locate",1
2016-10-14,"Miscellaneous crime/citation","Referred",1
2016-10-14,"Miscellaneous crime/citation","Report Taken",1
2016-10-14,"Miscellaneous crime/citation","Service",8
2016-10-14,"Disturbance","Cited",1
2016-10-14,"Disturbance","Service",1
2016-10-14,"Disturbance","Unable to Locate",1
2016-10-14,"Disturbance","Unfounded",1
2016-10-14,"Alcohol/drugs","Referred",1
2016-10-14,"Accidents/injuries","Referred",1
2016-10-14,"Accidents/injuries","Report Taken",2
2016-10-14,"Burglary/theft","Cancelled by RP",1
2016-10-14,"Burglary/theft","Online Crime Report",1
2016-10-14,"Burglary/theft","Report Taken",3
2016-10-14,"Burglary/theft","Service",2
2016-10-14,"Burglary/theft","Unfounded",1
2016-10-14,"Person search","Cancelled by RP",1
2016-10-14,"Person search","Report Taken",1
2016-10-14,"Person search","Service",3
2016-10-14,"Person search","Unable to Locate",1
2016-10-14,"Suspicious activity/threats","Advised",5
2016-10-14,"Suspicious activity/threats","Cancelled by RP",3
2016-10-14,"Suspicious activity/threats","Referred",1
2016-10-14,"Suspicious activity/threats","Service",5
2016-10-14,"Suspicious activity/threats","Unable to Locate",4
2016-10-14,"Suspicious activity/threats","Unfounded",1
2016-10-14,"Violent crime, physical & sexual abuse, death","Arrest Made",1
2016-10-14,"Violent crime, physical & sexual abuse, death","Report Taken",2
2016-10-14,"Violent crime, physical & sexual abuse, death","Service",1
2016-10-15,"Miscellaneous general","Arrest Made",1
2016-10-15,"Miscellaneous general","Report Taken",2
